Opportunity.Id,Opportunity.Days.To.Close,Opportunity.Status,Industry,partnerFlag,PPG,Area,Opportunity.Size,Fee.Type,Deal.Type,Segment,Solution.Area,ClusteredArea,Standard.Offering.Type,Discount_percentage,Time-Period
7-L7VWMDDAF,104,Won,Health Provider,No Partner,Azure Data & AI,United States,"57,819",FF,4,Commercial Enterprise,Data & AI,North America,Custom,85,P-9
7-LS476L4TT,122,Lost,Travel & Transportation,No Partner,On Prem Apps,Greater China,"986,135",T&M,5,"Small, Medium & Corporate Commercial",Applications & Infrastructure,APAC,Custom,17,P-18
7-PQJ4HBI6T,189,Won,Telecommunications,No Partner,Azure and Edge Apps,Latam,"280,004",T&M,5,Commercial Enterprise,Applications & Infrastructure,Latam,Custom,59,P-2
7-P7776TE47,245,Lost,National Government,No Partner,O365 Cloud Productivity,Australia,"837,247",Unknown,5,Public Sector Enterprise,Modern Workplace,APAC,Mixed Custom/SO/MSO,80,P-19
7-MC4XH3YPD,157,Lost,Higher Education,No Partner,On Prem Security and Identity,United States,"823,849",FF,3,Public Sector Enterprise,Applications & Infrastructure,North America,Custom,73,P-17
7-LWGUUH5H5,184,Won,Discrete Manufacturing,No Partner,O365 Cloud Productivity,Greater China,"27,614",T&M,5,Commercial Enterprise,Modern Workplace,APAC,Custom,65,P-14
7-MXVH3P4UA,45,Won,Pharmaceuticals,No Partner,Azure and Edge Infra,Germany,"999,831",FF,5,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,6,P-15
7-MT5DM357H,147,Won,Pharmaceuticals,No Partner,Azure and Edge Apps,Germany,"796,912",T&M,4,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,85,P-23
7-PVZVQYUA5,74,Won,Pharmaceuticals,No Partner,O365 Cloud Productivity,Germany,"657,798",FF,4,Strategic Enterprise,Modern Workplace,Europe,Custom,52,P-11
7-LHNIDSEI3,40,Won,Pharmaceuticals,No Partner,Windows 10,Germany,"241,881",T&M,3,Strategic Enterprise,Modern Workplace,Europe,Custom,73,P-3
7-MTLZY5EYN,200,Lost,Media & Entertainment,No Partner,Windows 10,Germany,"474,839",T&M,4,Strategic Enterprise,Modern Workplace,Europe,Custom,49,P-15
7-PZJ5NXS2H,68,Won,Banking & Capital Markets,No Partner,On Prem Apps,Western Europe,"864,838",T&M,2,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,19,P-15
7-M2L6BYQVL,201,Lost,Banking & Capital Markets,No Partner,On Prem Infra,Canada,"477,290",Unknown,5,Strategic Enterprise,Applications & Infrastructure,North America,Mixed Custom/SO/MSO,34,P-1
7-L27DSNWZJ,193,Lost,Banking & Capital Markets,Partner,On Prem Security and Identity,Canada,"592,414",T&M,2,Strategic Enterprise,Applications & Infrastructure,North America,Custom,17,P-20
7-MNFINBP27,277,Lost,Banking & Capital Markets,No Partner,Azure Security and Identity,Canada,"63,524",T&M,5,Strategic Enterprise,Applications & Infrastructure,North America,Custom,33,P-22
7-L55QFSV62,108,Lost,National Government,No Partner,Azure and Edge Apps,Canada,"890,891",Unknown,5,Public Sector Enterprise,Applications & Infrastructure,North America,Mixed Custom/SO/MSO,44,P-23
7-NAXDTPODN,237,Lost,Partner Professional Services,No Partner,Dynamics 365 Customer Engagement,UK,"936,280",T&M,4,Strategic Enterprise,Business Applications,Europe,Custom,27,P-28
7-LMHVMRHGI,13,Won,Retailers,No Partner,Dynamics 365 Operations,Germany,"210,593",T&M,5,Strategic Enterprise,Business Applications,Europe,Custom,23,P-6
7-LPE4ECS6K,278,Won,Energy,No Partner,Azure and Edge Infra,MEA,"690,883",T&M,3,Commercial Enterprise,Applications & Infrastructure,MEA,Mixed Custom/SO/MSO,86,P-18
7-MPHBHIL3J,59,Won,Energy,No Partner,O365 Cloud Productivity,United States,"956,784",T&M,5,Strategic Enterprise,Modern Workplace,North America,Custom,88,P-20
7-LYS66XYFJ,8,Lost,Energy,No Partner,O365 Cloud Productivity,United States,"606,276",T&M,5,Strategic Enterprise,Modern Workplace,North America,Custom,32,P-7
7-M4KF4P6P4,74,Lost,Retailers,No Partner,Azure Data & AI,United States,"421,416",Unknown,5,Strategic Enterprise,Data & AI,North America,Mixed Custom/SO/MSO,27,P-7
7-NBCZ2C4IH,232,Won,Smart Spaces,No Partner,Windows 10,United States,"147,182",Mixed,5,Commercial Enterprise,Modern Workplace,North America,Mixed Custom/SO/MSO,75,P-7
7-LUSAOG34G,42,Won,Partner Professional Services,No Partner,Azure and Edge Apps,United States,"794,439",T&M,5,Commercial Enterprise,Applications & Infrastructure,North America,Custom,23,P-12
7-LD7AFXOML,37,Lost,National Government,No Partner,Azure and Edge Infra,United States,"491,773",T&M,5,Public Sector Enterprise,Applications & Infrastructure,North America,Custom,43,P-17
7-MZXPF5GGS,59,Won,National Government,No Partner,O365 Cloud Productivity,United States,"749,271",T&M,5,Public Sector Enterprise,Modern Workplace,North America,Custom,82,P-7
7-OWFNEWRB2,56,Won,National Government,No Partner,O365 Cloud Productivity,United States,"749,636",T&M,5,Public Sector Enterprise,Modern Workplace,North America,Custom,69,P-26
7-MV36UOREU,97,Lost,Health Provider,No Partner,Azure Data & AI,United States,"205,400",Mixed,4,Strategic Enterprise,Data & AI,North America,Custom,29,P-7
7-NXNJI3VDE,60,Lost,Banking & Capital Markets,No Partner,Azure and Edge Apps,United States,"213,825",Mixed,5,Commercial Enterprise,Applications & Infrastructure,North America,Custom,37,P-14
7-NVV7BPB6V,164,Lost,Travel & Transportation,No Partner,Azure Data & AI,Western Europe,"419,825",Unknown,5,Commercial Enterprise,Data & AI,Europe,Mixed Custom/SO/MSO,76,P-23
7-PMQ6VNIRD,157,Lost,Higher Education,No Partner,Azure Data & AI,United States,"522,345",Mixed,4,Public Sector Enterprise,Data & AI,North America,Mixed MSO/SO,70,P-3
7-MPZCBOAIV,48,Won,National Government,No Partner,On Prem Security and Identity,United States,"97,609",T&M,5,Public Sector Enterprise,Applications & Infrastructure,North America,Custom,37,P-23
7-M3A2SQBJC,106,Lost,Media & Entertainment,No Partner,O365 Cloud Productivity,Western Europe,"768,490",T&M,4,Commercial Enterprise,Modern Workplace,Europe,Custom,76,P-14
7-L6G7HERGR,72,Lost,Energy,No Partner,Azure and Edge Infra,United States,"431,336",T&M,5,Commercial Enterprise,Applications & Infrastructure,North America,Custom,20,P-5
7-MEZZPBJAQ,187,Won,Local Regional Government,No Partner,On Prem Data Platform,Western Europe,"780,355",T&M,5,Public Sector Enterprise,Data & AI,Europe,Custom,63,P-21
7-LX34CF6SS,148,Won,Insurance,No Partner,Azure and Edge Infra,United States,"507,364",T&M,5,Commercial Enterprise,Applications & Infrastructure,North America,Custom,36,P-17
7-MERZ5UKC2,360,Lost,National Government,No Partner,O365 Cloud Productivity,MEA,"525,424",Mixed,2,Public Sector Enterprise,Modern Workplace,MEA,Custom,7,P-1
7-LK5JJCGTE,350,Lost,National Government,No Partner,Dynamics 365 Customer Engagement,MEA,"272,222",FF,3,Public Sector Enterprise,Business Applications,MEA,Custom,65,P-5
7-LRY3Y3I76,113,Lost,National Government,Partner,Azure Data & AI,MEA,"506,570",FF,3,Public Sector Enterprise,Data & AI,MEA,Custom,78,P-8
7-M77AXOHDC,226,Lost,Energy,No Partner,O365 Cloud Productivity,Australia,"473,420",FF,5,Commercial Enterprise,Modern Workplace,APAC,Custom,20,P-10
7-LUW5CECTO,79,Lost,National Government,No Partner,DAS,MEA,"565,279",T&M,3,Public Sector Enterprise,Other,MEA,Custom,17,P-23
7-MO5A7SSYL,82,Won,Consumer Goods,No Partner,Azure and Edge Infra,Western Europe,"349,749",T&M,5,Commercial Enterprise,Applications & Infrastructure,Europe,Full SO,34,P-17
7-MW6MQFQCG,70,Won,Energy,No Partner,EMS,Canada,"582,675",T&M,5,Commercial Enterprise,Modern Workplace,North America,Custom,17,P-20
7-OXN7FQF6M,185,Lost,Telecommunications,No Partner,EMS,Western Europe,"188,164",FF,3,Commercial Enterprise,Modern Workplace,Europe,Custom,46,P-17
7-LMGNBRTRZ,2,Lost,Professional Services,No Partner,O365 Cloud Productivity,United States,"551,198",Unknown,5,Commercial Enterprise,Modern Workplace,North America,Mixed Custom/SO/MSO,78,P-26
7-LS5WEVJ63,117,Lost,Insurance,No Partner,On Prem Apps,Australia,"508,760",T&M,3,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,63,P-1
7-MEJBLOPBC,84,Won,Smart Spaces,No Partner,Azure and Edge Apps,APAC,"286,783",FF,3,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,44,P-27
7-OXIZENAFS,34,Won,Telecommunications,No Partner,O365 Cloud Productivity,MEA,"766,540",FF,3,Commercial Enterprise,Modern Workplace,MEA,Custom,88,P-14
7-PAWPT3JSN,2,Won,Health Provider,No Partner,Windows 10,United States,"528,979",T&M,5,Public Sector Enterprise,Modern Workplace,North America,Custom,31,P-13
7-N5FQVLLFF,93,Won,Banking & Capital Markets,No Partner,Windows 10,Central and Eastern Europe,"312,284",T&M Cap,4,Commercial Enterprise,Modern Workplace,Europe,Custom,14,P-22
7-M52GGNG6J,68,Won,Chemicals & Agrochemicals,No Partner,Azure Data & AI,France,"261,452",T&M,5,Commercial Enterprise,Data & AI,Europe,Custom,23,P-1
7-LPIAA5P5V,28,Won,Chemicals & Agrochemicals,No Partner,Azure Data & AI,France,"481,203",T&M,5,Commercial Enterprise,Data & AI,Europe,Custom,90,P-6
7-MEJTN2GKM,21,Lost,Partner Professional Services,No Partner,On Prem Apps,France,"860,144",T&M,5,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,11,P-17
7-MW7HX63CL,136,Lost,Partner Professional Services,No Partner,Azure and Edge Infra,France,"772,296",T&M,3,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,31,P-2
7-LMXUOZL6E,157,Lost,Automotive,No Partner,Azure and Edge Apps,France,"108,039",T&M,5,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,32,P-6
7-LK5YRWOL5,36,Won,Automotive,No Partner,O365 Cloud Productivity,France,"963,737",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Custom,23,P-13
7-MABF77PIO,93,Lost,Discrete Manufacturing,No Partner,On Prem Apps,France,"728,256",T&M,5,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,77,P-27
7-NLQ5IXM2O,134,Lost,Discrete Manufacturing,No Partner,O365 Cloud Productivity,France,"551,738",T&M,4,Strategic Enterprise,Modern Workplace,Europe,Custom,33,P-8
7-MC55EE7KM,28,Won,Banking & Capital Markets,No Partner,Windows 10,France,"400,940",T&M,4,Commercial Enterprise,Modern Workplace,Europe,Custom,25,P-12
7-NB7ELIZJ5,63,Lost,Banking & Capital Markets,No Partner,Windows 10,France,"201,900",FF,4,Strategic Enterprise,Modern Workplace,Europe,Mixed Custom/SO/MSO,88,P-2
7-MDJFELDSP,14,Won,Energy,No Partner,Azure and Edge Apps,France,"471,131",T&M,3,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,43,P-20
7-NGXXJXIM7,52,Won,Energy,No Partner,O365 Cloud Productivity,Western Europe,"648,193",T&M,4,Commercial Enterprise,Modern Workplace,Europe,Custom,8,P-13
7-MQWAYOTMV,44,Won,Insurance,No Partner,EMS,Western Europe,"181,108",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Custom,47,P-6
7-LOFXEOZ6M,174,Lost,Consumer Goods,No Partner,O365 Cloud Productivity,UK,"713,882",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Custom,58,P-8
7-MQVP2ZGJG,68,Won,Banking & Capital Markets,No Partner,On Prem Apps,MEA,"520,397",T&M,3,Commercial Enterprise,Applications & Infrastructure,MEA,Custom,33,P-1
7-NHH5PINZS,149,Lost,Partner Professional Services,No Partner,O365 Cloud Productivity,APAC,"102,314",FF,3,Public Sector Enterprise,Modern Workplace,APAC,Mixed Custom/SO/MSO,88,P-12
7-MSTE4G75Z,91,Lost,Insurance,No Partner,O365 Cloud Productivity,Australia,"806,120",T&M,5,Commercial Enterprise,Modern Workplace,APAC,Custom,26,P-4
7-MKNZUK2LE,6,Won,Partner Professional Services,No Partner,On Prem Analytics,United States,"237,519",T&M,5,Strategic Enterprise,Data & AI,North America,Custom,50,P-14
7-M3Y5XBWQA,224,Won,National Government,No Partner,On Prem Analytics,Western Europe,"148,665",T&M,2,Public Sector Enterprise,Data & AI,Europe,Custom,56,P-5
7-L4ERZNKI4,50,Lost,Consumer Goods,No Partner,EMS,United States,"747,632",T&M,5,Commercial Enterprise,Modern Workplace,North America,Custom,9,P-17
7-LQ7CN52EG,64,Won,Smart Spaces,No Partner,O365 Cloud Productivity,Germany,"83,415",FF,5,Commercial Enterprise,Modern Workplace,Europe,Custom,11,P-2
7-PZBL2DMT2,35,Won,Partner Professional Services,No Partner,Azure and Edge Apps,Germany,"845,392",T&M,3,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,34,P-23
7-MID7XSLZ3,100,Lost,Chemicals & Agrochemicals,No Partner,Dynamics On Prem ERP,Western Europe,"613,665",T&M,2,Commercial Enterprise,Business Applications,Europe,Custom,9,P-8
7-L7LPEI6G7,321,Won,Discrete Manufacturing,No Partner,On Prem Security and Identity,Germany,"301,543",T&M,5,"Small, Medium & Corporate Commercial",Applications & Infrastructure,Europe,Custom,30,P-1
7-MGKFDRY7Y,6,Won,Banking & Capital Markets,No Partner,Windows 10,Central and Eastern Europe,"897,356",T&M Cap,4,Commercial Enterprise,Modern Workplace,Europe,Custom,56,P-18
7-LIEHUVO6N,311,Lost,Banking & Capital Markets,No Partner,On Prem Security and Identity,Central and Eastern Europe,"648,754",Unknown,5,"Small, Medium & Corporate Commercial",Modern Workplace,Europe,Mixed Custom/SO/MSO,72,P-15
7-MDWYIV7GQ,164,Lost,Banking & Capital Markets,No Partner,Azure and Edge Apps,Latam,"390,131",Unknown,5,Commercial Enterprise,Applications & Infrastructure,Latam,Mixed Custom/SO/MSO,60,P-13
7-PIUZNVA5V,122,Won,Banking & Capital Markets,No Partner,Azure Security and Identity,Central and Eastern Europe,"663,251",FF,4,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,58,P-6
7-LVSPZL4ZI,249,Lost,Banking & Capital Markets,No Partner,O365 Cloud Productivity,Central and Eastern Europe,"800,512",T&M,4,Commercial Enterprise,Modern Workplace,Europe,Custom,63,P-22
7-LFNVFASA5,321,Lost,Local Regional Government,Partner,DAS,MEA,"580,446",T&M,3,Public Sector Enterprise,Other,MEA,Custom,82,P-3
7-NV2PZJGGD,171,Lost,Retailers,No Partner,EMS,Central and Eastern Europe,"172,287",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Custom,39,P-10
7-OSYVEECQF,77,Lost,Discrete Manufacturing,No Partner,O365 Cloud Productivity,Western Europe,"91,682",T&M,5,Strategic Enterprise,Modern Workplace,Europe,Custom,29,P-2
7-PN4UJPCBL,142,Won,Banking & Capital Markets,No Partner,Windows 10,Western Europe,"834,688",Mixed,2,Commercial Enterprise,Modern Workplace,Europe,Custom,84,P-17
7-M2DIC3A7A,93,Won,Energy,No Partner,Azure Data & AI,Germany,"835,446",T&M,5,Public Sector Enterprise,Data & AI,Europe,Custom,41,P-20
7-LKWZOWM4Y,49,Won,National Government,No Partner,On Prem Infra,Germany,"128,975",T&M,2,Strategic Public Sector,Applications & Infrastructure,Europe,Custom,14,P-21
7-OOYXQ645L,62,Won,National Government,No Partner,Windows 10,Germany,"711,221",T&M,5,Strategic Public Sector,Modern Workplace,Europe,Custom,87,P-9
7-LUWT3SOB4,120,Lost,Banking & Capital Markets,Partner,Dynamics 365 Customer Engagement,Central and Eastern Europe,"573,701",FF,5,Commercial Enterprise,Business Applications,Europe,Custom,88,P-18
7-N3HQ7NT7T,29,Lost,Telecommunications,No Partner,O365 Cloud Productivity,Western Europe,"184,219",Unknown,5,Commercial Enterprise,Modern Workplace,Europe,Mixed Custom/SO/MSO,38,P-7
7-OLQHIXFGH,62,Won,Energy,No Partner,Azure Security and Identity,Central and Eastern Europe,"765,688",FF,5,Commercial Enterprise,Applications & Infrastructure,Europe,Full MSO,44,P-1
7-LGL6D6ZKA,98,Won,Health Payor,No Partner,Dynamics On Prem CRM,Australia,"744,312",T&M,5,Public Sector Enterprise,Business Applications,APAC,Custom,4,P-12
7-OUJYRPXXK,69,Lost,Media & Entertainment,No Partner,Azure Security and Identity,United States,"651,970",T&M,5,Strategic Enterprise,Applications & Infrastructure,North America,Custom,48,P-15
7-OLLKMLQIG,180,Lost,Energy,No Partner,O365 Cloud Productivity,France,"781,715",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Custom,28,P-16
7-MYKEG5Z7D,22,Won,National Government,No Partner,Dynamics 365 Customer Engagement,Western Europe,"919,075",T&M,5,Public Sector Enterprise,Business Applications,Europe,Custom,36,P-14
7-LNV5PP3RY,65,Lost,Media & Entertainment,No Partner,O365 Cloud Productivity,Germany,"932,155",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Custom,13,P-17
7-L2FGLDQDZ,297,Won,Banking & Capital Markets,No Partner,Dynamics 365 Customer Engagement,Canada,"507,001",T&M,5,Commercial Enterprise,Business Applications,North America,Custom,74,P-16
7-MSO23SWNF,39,Lost,National Government,No Partner,O365 Cloud Productivity,Western Europe,"849,038",T&M,5,Public Sector Enterprise,Modern Workplace,Europe,Mixed Custom/SO/MSO,29,P-11
7-LYXXGXI7S,174,Lost,National Government,No Partner,On Prem Analytics,Western Europe,"54,056",T&M,3,Public Sector Enterprise,Data & AI,Europe,Custom,84,P-15
7-MELT63RJZ,32,Won,Banking & Capital Markets,No Partner,O365 Cloud Productivity,Western Europe,"257,316",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Custom,6,P-18
7-LIHDXFBG6,120,Won,National Government,No Partner,Azure Data & AI,Western Europe,"385,927",T&M,2,Public Sector Enterprise,Data & AI,Europe,Custom,80,P-12
7-N462K5QII,158,Lost,National Government,No Partner,On Prem Security and Identity,Germany,"241,347",Mixed,2,Public Sector Enterprise,Applications & Infrastructure,Europe,Mixed Custom/SO/MSO,4,P-19
7-LV5BQJTR4,36,Won,Travel & Transportation,No Partner,On Prem Infra,Greater China,"246,675",T&M,5,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,60,P-18
7-LBMQH35YM,135,Lost,Defense & Intelligence,No Partner,On Prem Infra,MEA,"117,955",FF,3,Public Sector Enterprise,Applications & Infrastructure,MEA,Custom,25,P-19
7-PYPAFQD33,125,Won,Higher Education,Partner,Azure Security and Identity,MEA,"682,480",FF,2,Public Sector Enterprise,Applications & Infrastructure,MEA,Mixed Custom/SO/MSO,50,P-10
7-LL6PUICYW,339,Lost,National Government,No Partner,O365 Cloud Productivity,United States,"163,518",FF,4,Public Sector Enterprise,Modern Workplace,North America,Custom,78,P-26
7-LN5XN7SFM,295,Won,Automotive,No Partner,Azure and Edge Apps,Western Europe,"682,995",T&M,5,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,89,P-25
7-P4SOYVHC5,45,Lost,Banking & Capital Markets,No Partner,EMS,Central and Eastern Europe,"862,977",FF,4,"Small, Medium & Corporate Commercial",Modern Workplace,Europe,Custom,73,P-3
7-OQSK2ZBI3,15,Won,Partner Professional Services,Partner,O365 Cloud Productivity,Canada,"168,963",FF,3,"Small, Medium & Corporate Commercial",Modern Workplace,North America,Custom,55,P-13
7-OGENGROFO,152,Lost,Higher Education,No Partner,O365 Cloud Productivity,Australia,"776,495",FF,4,Public Sector Enterprise,Modern Workplace,APAC,Mixed Custom/SO/MSO,62,P-16
7-NCJNU4433,119,Lost,Discrete Manufacturing,No Partner,O365 Cloud Productivity,APAC,"538,675",FF,5,Public Sector Enterprise,Modern Workplace,APAC,Mixed Custom/SO/MSO,84,P-16
7-M7F4H5MK3,30,Lost,Energy,No Partner,On Prem Apps,United States,"534,707",Unknown,5,Commercial Enterprise,Applications & Infrastructure,North America,Mixed Custom/SO/MSO,69,P-26
7-M7W55WSI5,27,Won,Automotive,No Partner,On Prem Infra,United States,"868,992",T&M,5,Commercial Enterprise,Applications & Infrastructure,North America,Custom,40,P-15
7-OQKJMAOH2,150,Lost,National Government,No Partner,Dynamics On Prem ERP,United States,"125,407",T&M,2,Public Sector Enterprise,Business Applications,North America,Custom,64,P-5
7-MEOP27I75,157,Won,Retailers,No Partner,Windows 10,United States,"648,272",FF,5,Commercial Enterprise,Modern Workplace,North America,Custom,1,P-6
7-OWLVKMCQC,61,Lost,Partner Professional Services,No Partner,O365 Cloud Productivity,United States,"858,768",FF,5,Commercial Enterprise,Modern Workplace,North America,Custom,40,P-25
7-MSRUQI2RT,129,Lost,Banking & Capital Markets,No Partner,EMS,United States,"878,882",T&M,5,Commercial Enterprise,Modern Workplace,North America,Custom,28,P-12
7-MPF2K3JET,72,Won,Banking & Capital Markets,No Partner,O365 Cloud Productivity,United States,"962,892",T&M,5,Commercial Enterprise,Modern Workplace,North America,Custom,83,P-13
7-MD4RCUYHA,78,Won,Travel & Transportation,Partner,Azure Security and Identity,United States,"82,377",T&M,5,Commercial Enterprise,Applications & Infrastructure,North America,Custom,28,P-16
7-MIIJNSGL2,56,Lost,Health Provider,No Partner,O365 Cloud Productivity,United States,"730,961",T&M,5,Commercial Enterprise,Modern Workplace,North America,Custom,10,P-26
7-LCEV2CON7,75,Won,Partner Professional Services,No Partner,Windows 10,Germany,"372,147",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Custom,87,P-7
7-LEUKB7BXC,217,Lost,Higher Education,No Partner,On Prem Security and Identity,MEA,"43,657",FF,3,Public Sector Enterprise,Applications & Infrastructure,MEA,Custom,33,P-12
7-NPIZXFPMY,33,Won,Telecommunications,No Partner,Windows 10,Japan,"756,317",FF,5,Commercial Enterprise,Modern Workplace,APAC,Custom,41,P-8
7-NISE44NKS,41,Lost,Pharmaceuticals,No Partner,Windows 10,United States,"563,566",T&M,5,Commercial Enterprise,Modern Workplace,North America,Custom,40,P-20
7-LV2AW2Z4V,162,Lost,National Government,No Partner,O365 Cloud Productivity,Latam,"917,055",T&M,5,Public Sector Enterprise,Modern Workplace,Latam,Custom,68,P-21
7-LIWQL2XT5,243,Lost,Travel & Transportation,No Partner,Azure Data & AI,United States,"863,034",T&M,4,Commercial Enterprise,Data & AI,North America,Custom,45,P-26
7-NINZXRU6D,49,Lost,Retailers,No Partner,O365 Cloud Productivity,United States,"926,317",T&M,5,Commercial Enterprise,Modern Workplace,North America,Custom,74,P-19
7-PAFE3Q5AF,191,Lost,Retailers,Partner,Azure Data & AI,United States,"784,114",FF,5,Commercial Enterprise,Data & AI,North America,Full MSO,23,P-18
7-MXWA3SSMZ,153,Lost,Smart Spaces,No Partner,O365 Cloud Productivity,Australia,"559,647",FF,5,Commercial Enterprise,Modern Workplace,APAC,Custom,42,P-25
7-LVV2JRBPL,66,Lost,National Government,No Partner,On Prem Security and Identity,MEA,"634,662",FF,3,Public Sector Enterprise,Applications & Infrastructure,MEA,Custom,68,P-23
7-L2MNJ7WLL,146,Lost,Health Payor,No Partner,Windows 10,United States,"121,550",FF,4,Commercial Enterprise,Modern Workplace,North America,Custom,68,P-11
7-N7XGFOR3U,159,Lost,Discrete Manufacturing,No Partner,Dynamics 365 Customer Engagement,UK,"990,452",FF,3,Commercial Enterprise,Business Applications,Europe,Custom,22,P-26
7-M2UH3VWEQ,286,Lost,Travel & Transportation,No Partner,Azure Data & AI,APAC,"471,514",T&M,5,Commercial Enterprise,Data & AI,APAC,Custom,65,P-8
7-LMMM2SQX6,41,Lost,Banking & Capital Markets,No Partner,Azure Security and Identity,MEA,"908,415",FF,4,Commercial Enterprise,Applications & Infrastructure,MEA,Custom,2,P-16
7-P5EUGXMS2,20,Lost,Partner Professional Services,No Partner,O365 Cloud Productivity,Latam,"101,636",T&M,4,"Small, Medium & Corporate Commercial",Modern Workplace,Latam,Custom,74,P-19
7-LZ3F34DLK,27,Lost,Local Regional Government,No Partner,Dynamics 365 Customer Engagement,United States,"317,643",Unknown,5,Public Sector Enterprise,Business Applications,North America,Mixed Custom/SO/MSO,77,P-2
7-NXUW3UJLR,364,Lost,Insurance,No Partner,Azure Security and Identity,Latam,"541,527",FF,4,Commercial Enterprise,Applications & Infrastructure,Latam,Custom,78,P-27
7-MEV5FK7TN,237,Lost,National Government,No Partner,Azure and Edge Infra,Latam,"561,940",FF,2,Public Sector Enterprise,Applications & Infrastructure,Latam,Custom,47,P-6
7-MO2AWRSLM,294,Lost,Health Payor,No Partner,O365 Cloud Productivity,Western Europe,"139,635",T&M,4,Public Sector Enterprise,Modern Workplace,Europe,Custom,19,P-23
7-NIUQLQBW2,15,Lost,Partner Professional Services,No Partner,EMS,United States,"254,589",Unknown,5,Commercial Enterprise,Modern Workplace,North America,Mixed Custom/SO/MSO,18,P-23
7-L6UORZA5D,49,Lost,Retailers,No Partner,On Prem Productivity,Latam,"125,205",FF,4,Strategic Enterprise,Modern Workplace,Latam,Custom,5,P-23
7-L4BTKSC5B,203,Lost,Insurance,No Partner,O365 Cloud Productivity,Germany,"371,241",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Custom,49,P-7
7-L4A2YOXKR,62,Lost,Banking & Capital Markets,No Partner,O365 Cloud Productivity,Latam,"347,895",FF,3,Strategic Enterprise,Modern Workplace,Latam,Custom,40,P-25
7-N3UMFTLHK,173,Lost,Chemicals & Agrochemicals,No Partner,O365 Cloud Productivity,Latam,"193,288",T&M,5,"Small, Medium & Corporate Commercial",Modern Workplace,Latam,Custom,47,P-1
7-LDMNCZHYA,238,Lost,Insurance,No Partner,On Prem Analytics,MEA,"796,035",FF,4,Commercial Enterprise,Data & AI,MEA,Custom,7,P-3
7-LWPW5PLPS,44,Lost,Partner Professional Services,No Partner,Azure and Edge Apps,Australia,"847,367",T&M,5,"Small, Medium & Corporate Commercial",Applications & Infrastructure,APAC,Custom,24,P-8
7-NUVBJ3CF2,25,Lost,Higher Education,No Partner,On Prem Security and Identity,United States,"129,344",T&M,4,Public Sector Enterprise,Applications & Infrastructure,North America,Custom,30,P-24
7-PHNGAW4BT,131,Lost,Banking & Capital Markets,No Partner,O365 Cloud Productivity,MEA,"624,512",FF,3,Commercial Enterprise,Modern Workplace,MEA,Custom,59,P-13
7-LVNWD2UKC,53,Lost,Professional Services,No Partner,Azure and Edge Infra,Australia,"380,994",T&M,5,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,47,P-5
7-NIITRU766,83,Lost,Automotive,No Partner,O365 Cloud Productivity,UK,"477,172",T&M,5,Strategic Enterprise,Modern Workplace,Europe,Custom,17,P-25
7-MP4PJ2LO2,70,Won,Smart Spaces,No Partner,Windows 10,Central and Eastern Europe,"978,625",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Custom,68,P-10
7-NLJHZANDZ,66,Lost,Health Payor,No Partner,DAS,Germany,"128,982",T&M,5,Public Sector Enterprise,Other,Europe,Mixed Custom/SO/MSO,89,P-4
7-LDYM7N2F6,112,Lost,Banking & Capital Markets,No Partner,Azure and Edge Apps,Australia,"780,525",FF,5,"Small, Medium & Corporate Commercial",Applications & Infrastructure,APAC,Custom,85,P-23
7-MWHONWG4Z,177,Lost,Consumer Goods,No Partner,O365 Cloud Productivity,Latam,"548,249",FF,4,Commercial Enterprise,Modern Workplace,Latam,Mixed Custom/SO/MSO,60,P-3
7-MQ4WBKJ34,59,Won,Banking & Capital Markets,No Partner,Windows 10,MEA,"412,814",FF,4,"Small, Medium & Corporate Commercial",Modern Workplace,MEA,Custom,60,P-7
7-LMYF3GDEA,78,Lost,Higher Education,No Partner,Windows 10,United States,"513,226",T&M,5,Public Sector Enterprise,Modern Workplace,North America,Custom,88,P-3
7-ORYXKK3MG,254,Lost,National Government,No Partner,Azure Data & AI,MEA,"236,829",FF,4,Public Sector Enterprise,Data & AI,MEA,Custom,80,P-19
